time_ps,d_GaadmolNadmol_A
1.396000000000000085e+01,2.000502653435880518e+00
1.397000000000000064e+01,1.917625672804784243e+00
1.398000000000000043e+01,1.880501700604388926e+00
1.399000000000000021e+01,1.904291824428178126e+00
1.400000000000000000e+01,1.916889153946049085e+00
1.400999999999999979e+01,1.930989509865084441e+00
1.402000000000000135e+01,1.942956924748719061e+00
1.403000000000000114e+01,1.934209973400250915e+00
1.404000000000000092e+01,1.931615090411130220e+00
1.405000000000000071e+01,1.954064683032780581e+00
1.406000000000000050e+01,1.932444035935840798e+00
1.407000000000000028e+01,1.864090747458663655e+00
1.408000000000000007e+01,1.881719254731959889e+00
1.408999999999999986e+01,1.974315509967948801e+00
1.410000000000000142e+01,2.056794122196969443e+00
1.411000000000000121e+01,2.111532879551013764e+00
1.412000000000000099e+01,2.123131215096230928e+00
1.413000000000000078e+01,2.011174727748934909e+00
1.414000000000000057e+01,1.847414236620741335e+00
1.415000000000000036e+01,1.904725567425396671e+00
1.416000000000000014e+01,2.143155428621311476e+00
1.416999999999999993e+01,2.351674250027200319e+00
1.418000000000000149e+01,2.459576388508598832e+00
1.419000000000000128e+01,2.482154643629217894e+00
1.420000000000000107e+01,2.449462516222495445e+00
1.421000000000000085e+01,2.376398574338455916e+00
1.422000000000000064e+01,2.294898088273639836e+00
1.423000000000000043e+01,2.284320668492057393e+00
1.424000000000000021e+01,2.329144761157836641e+00
1.425000000000000000e+01,2.321367045169937082e+00
1.426000000000000156e+01,2.250420217875985340e+00
1.427000000000000135e+01,2.227720010169365050e+00
1.428000000000000114e+01,2.272895550086057703e+00
1.429000000000000092e+01,2.300770049014241980e+00
1.430000000000000071e+01,2.314904721829603940e+00
1.431000000000000050e+01,2.354210368422711142e+00
1.432000000000000028e+01,2.322105637880411688e+00
1.433000000000000007e+01,2.171294661813775839e+00
1.433999999999999986e+01,2.009805698899522763e+00
1.435000000000000142e+01,1.998984349307417752e+00
1.436000000000000121e+01,2.128489173269152435e+00
1.437000000000000099e+01,2.258504912785447516e+00
1.438000000000000078e+01,2.352215475861853200e+00
1.439000000000000057e+01,2.433215893650737538e+00
1.440000000000000036e+01,2.452058846801538738e+00
1.441000000000000014e+01,2.362385928468080820e+00
1.441999999999999993e+01,2.191259939286984260e+00
1.443000000000000149e+01,2.040263585594763729e+00
1.444000000000000128e+01,2.020905166038475365e+00
1.445000000000000107e+01,2.108542300079369713e+00
1.446000000000000085e+01,2.224862941024288610e+00
1.447000000000000064e+01,2.304701523439009136e+00
1.448000000000000043e+01,2.300632688773296852e+00
1.449000000000000021e+01,2.169190113204695791e+00
1.450000000000000000e+01,1.928441081034688143e+00
1.451000000000000156e+01,1.823777885745399008e+00
1.452000000000000135e+01,2.031622563680627991e+00
1.453000000000000114e+01,2.282370510606023917e+00
1.454000000000000092e+01,2.392577335695547092e+00
1.455000000000000071e+01,2.422085463377375625e+00
1.456000000000000050e+01,2.411162551958909717e+00
1.457000000000000028e+01,2.359803482256308094e+00
1.458000000000000007e+01,2.236016110845545857e+00
1.458999999999999986e+01,2.074008337227191578e+00
1.460000000000000142e+01,1.973542067262285205e+00
1.461000000000000121e+01,2.012099526101609026e+00
1.462000000000000099e+01,2.111478545363405512e+00
1.463000000000000078e+01,2.193645248010554827e+00
1.464000000000000057e+01,2.259753420658643819e+00
1.465000000000000036e+01,2.285319633058141342e+00
1.466000000000000014e+01,2.255410859854363181e+00
1.466999999999999993e+01,2.166790593556517486e+00
1.468000000000000149e+01,2.077518737950635686e+00
1.469000000000000128e+01,2.034798776019141275e+00
1.470000000000000107e+01,1.988367160242041187e+00
1.471000000000000085e+01,1.973220025888901663e+00
1.472000000000000064e+01,2.098547804846246034e+00
1.473000000000000043e+01,2.288123161168593711e+00
1.474000000000000021e+01,2.398855379356581885e+00
1.475000000000000000e+01,2.427349481430312039e+00
1.476000000000000156e+01,2.364935766226221148e+00
1.477000000000000135e+01,2.209226956064269665e+00
1.478000000000000114e+01,1.981124128307966359e+00
1.479000000000000092e+01,1.833541080985370053e+00
1.480000000000000071e+01,1.923767063152137524e+00
1.481000000000000050e+01,2.086192536736234171e+00
1.482000000000000028e+01,2.211418146881681590e+00
1.483000000000000007e+01,2.287964286505364875e+00
1.483999999999999986e+01,2.323753422410389735e+00
1.485000000000000142e+01,2.286530151804039068e+00
1.486000000000000121e+01,2.170720392120781383e+00
1.487000000000000099e+01,1.999028867833481771e+00
1.488000000000000078e+01,1.943327445428919553e+00
1.489000000000000057e+01,2.035625677564948610e+00
1.490000000000000036e+01,2.157188765421933940e+00
1.491000000000000014e+01,2.264024154523111676e+00
1.491999999999999993e+01,2.361202637041056374e+00
1.493000000000000149e+01,2.418799495481228856e+00
1.494000000000000128e+01,2.404937473819192650e+00
1.495000000000000107e+01,2.315117384712921833e+00
1.496000000000000085e+01,2.196402183867061542e+00
1.497000000000000064e+01,2.049549053301482182e+00
1.498000000000000043e+01,1.924895477029756830e+00
1.499000000000000021e+01,2.000272994052171516e+00
1.500000000000000000e+01,2.230132504311367558e+00
1.501000000000000156e+01,2.418307534880574039e+00
1.502000000000000135e+01,2.500915126146989298e+00
1.503000000000000114e+01,2.507515917982912956e+00
1.504000000000000092e+01,2.465954955636790125e+00
1.505000000000000071e+01,2.402698878158476603e+00
1.506000000000000050e+01,2.277879837849442257e+00
1.507000000000000028e+01,2.131946782432666776e+00
1.508000000000000007e+01,2.089584979242529172e+00
1.508999999999999986e+01,2.144357457848155235e+00
1.510000000000000142e+01,2.159347357737749107e+00
1.511000000000000121e+01,2.168354398508002046e+00
1.512000000000000099e+01,2.199126841380687480e+00
1.513000000000000078e+01,2.196449447691433576e+00
1.514000000000000057e+01,2.125006698366148861e+00
1.515000000000000036e+01,2.104604854697432526e+00
1.516000000000000014e+01,2.121421967915862794e+00
1.516999999999999993e+01,2.129186565273452292e+00
1.518000000000000149e+01,2.107099777007525709e+00
1.519000000000000128e+01,2.114178781137397323e+00
1.520000000000000107e+01,2.154954243100575706e+00
1.521000000000000085e+01,2.247649481921948134e+00
1.522000000000000064e+01,2.344816809688978321e+00
1.523000000000000043e+01,2.385588377282426009e+00
1.524000000000000021e+01,2.354668292227378501e+00
1.525000000000000000e+01,2.175506830756686050e+00
1.526000000000000156e+01,1.926137125436877540e+00
1.527000000000000135e+01,1.893547711353820828e+00
1.528000000000000114e+01,2.082959645303675167e+00
1.529000000000000092e+01,2.202784215793786693e+00
1.530000000000000071e+01,2.210922909032333905e+00
1.531000000000000050e+01,2.175238375497364096e+00
1.532000000000000028e+01,2.085565088123839672e+00
1.533000000000000007e+01,1.944800630713760414e+00
1.533999999999999986e+01,1.892404073423516131e+00
1.535000000000000142e+01,2.035010711258188554e+00
1.536000000000000121e+01,2.212550849802182640e+00
1.537000000000000099e+01,2.261162688657045283e+00
1.538000000000000078e+01,2.220033279579610497e+00
1.539000000000000057e+01,2.112319425622934066e+00
1.540000000000000036e+01,1.988324818848520081e+00
1.541000000000000014e+01,1.945253676119389263e+00
1.541999999999999993e+01,2.022355756741132105e+00
1.543000000000000149e+01,2.115268619425202168e+00
1.544000000000000128e+01,2.077967797522619620e+00
1.545000000000000107e+01,2.018842328301296618e+00
1.546000000000000085e+01,2.000598572063871483e+00
1.547000000000000064e+01,2.046121257874029986e+00
1.548000000000000043e+01,2.145428467201106137e+00
1.549000000000000021e+01,2.234350913095121793e+00
1.550000000000000000e+01,2.245583401479446017e+00
1.551000000000000156e+01,2.140477516028841176e+00
1.552000000000000135e+01,1.992046938659830291e+00
1.553000000000000114e+01,1.919967962273394724e+00
1.554000000000000092e+01,2.019833048975189005e+00
1.555000000000000071e+01,2.225046902112402858e+00
1.556000000000000050e+01,2.361827648281939585e+00
1.557000000000000028e+01,2.349465338306568896e+00
1.558000000000000007e+01,2.276015516473824274e+00
1.559000000000000163e+01,2.190871568962635241e+00
1.560000000000000142e+01,2.094171025211034820e+00
1.561000000000000121e+01,2.021629095370070406e+00
1.562000000000000099e+01,2.061654626284587177e+00
1.563000000000000078e+01,2.166821604266584433e+00
1.564000000000000057e+01,2.184383441696040595e+00
1.565000000000000036e+01,2.127654342743972915e+00
1.566000000000000014e+01,2.101564807870792251e+00
1.566999999999999993e+01,2.123139792741871368e+00
1.568000000000000149e+01,2.150218248690350720e+00
1.569000000000000128e+01,2.145677180095832082e+00
1.570000000000000107e+01,2.110906735020759317e+00
1.571000000000000085e+01,2.008844232363724114e+00
1.572000000000000064e+01,1.916363359474397399e+00
1.573000000000000043e+01,1.968423746938775754e+00
1.574000000000000021e+01,2.127292484391840599e+00
1.575000000000000000e+01,2.279922355582288063e+00
1.576000000000000156e+01,2.351773751166980286e+00
1.577000000000000135e+01,2.290396246887796305e+00
1.578000000000000114e+01,2.118977741805144088e+00
1.579000000000000092e+01,1.978492911335861582e+00
1.580000000000000071e+01,1.979266569584803737e+00
1.581000000000000050e+01,2.076431116926589659e+00
1.582000000000000028e+01,2.239746551745532166e+00
1.583000000000000007e+01,2.421286217898247717e+00
1.584000000000000163e+01,2.526584813872077007e+00
1.585000000000000142e+01,2.520594041853823963e+00
1.586000000000000121e+01,2.429224739503531794e+00
1.587000000000000099e+01,2.301562681341526417e+00
1.588000000000000078e+01,2.157682509806297499e+00
1.589000000000000057e+01,1.997255572991098127e+00
1.590000000000000036e+01,1.943588442134806193e+00
1.591000000000000014e+01,2.044897639435529157e+00
1.591999999999999993e+01,2.212273165683659837e+00
1.593000000000000149e+01,2.342384349464451176e+00
1.594000000000000128e+01,2.416305071757289813e+00
1.595000000000000107e+01,2.423666711642712635e+00
1.596000000000000085e+01,2.370963784375670347e+00
1.597000000000000064e+01,2.209991910962797235e+00
1.598000000000000043e+01,1.939588681451816843e+00
1.599000000000000021e+01,1.810224964303884576e+00
1.600000000000000000e+01,2.036170310487066981e+00
1.601000000000000156e+01,2.341211729324155222e+00
1.601999999999999957e+01,2.470713612439936480e+00
1.603000000000000114e+01,2.423429925470097057e+00
1.603999999999999915e+01,2.303454049282511296e+00
1.605000000000000071e+01,2.167171226997303357e+00
1.606000000000000227e+01,2.030466784106797373e+00
1.607000000000000028e+01,1.958430733623479414e+00
1.608000000000000185e+01,2.046040176647565101e+00
1.608999999999999986e+01,2.208487525061495482e+00
1.610000000000000142e+01,2.278210148372479704e+00
1.610999999999999943e+01,2.248033438574400300e+00
1.612000000000000099e+01,2.168504865793249081e+00
1.612999999999999901e+01,2.047814105220735481e+00
1.614000000000000057e+01,1.943347611616614179e+00
1.615000000000000213e+01,1.925331870851360483e+00
1.616000000000000014e+01,1.994043071164963044e+00
1.617000000000000171e+01,2.117454642121997743e+00
1.617999999999999972e+01,2.227950712169368686e+00
1.619000000000000128e+01,2.267324012174043446e+00
1.619999999999999929e+01,2.259812848881295633e+00
1.621000000000000085e+01,2.290861625387638156e+00
1.622000000000000242e+01,2.381671321905718397e+00
1.623000000000000043e+01,2.446503201188471532e+00
1.624000000000000199e+01,2.427844310152733165e+00
1.625000000000000000e+01,2.377350312709719748e+00
1.626000000000000156e+01,2.366427610341124588e+00
1.626999999999999957e+01,2.351886401983259045e+00
1.628000000000000114e+01,2.302107311099115705e+00
1.628999999999999915e+01,2.222893524395623377e+00
1.630000000000000071e+01,2.145546642173270513e+00
1.631000000000000227e+01,2.024850100106425188e+00
1.632000000000000028e+01,1.916689577011625456e+00
1.633000000000000185e+01,1.983359672631517245e+00
1.633999999999999986e+01,2.212571941226092243e+00
1.635000000000000142e+01,2.415521151891657503e+00
1.635999999999999943e+01,2.540394550207703439e+00
1.637000000000000099e+01,2.565706879509232152e+00
1.638000000000000256e+01,2.507906965630104956e+00
1.639000000000000057e+01,2.378893193520315474e+00
1.640000000000000213e+01,2.201389507450382421e+00
1.641000000000000014e+01,1.989285370186630209e+00
1.642000000000000171e+01,1.876434052431633193e+00
1.642999999999999972e+01,1.997381020300725174e+00
1.644000000000000128e+01,2.189928944922025611e+00
1.644999999999999929e+01,2.315268965058055795e+00
1.646000000000000085e+01,2.348807890845907131e+00
1.647000000000000242e+01,2.335715402942747154e+00
1.648000000000000043e+01,2.274495415647171725e+00
1.649000000000000199e+01,2.209721646574743570e+00
1.650000000000000000e+01,2.176672364410638050e+00
1.651000000000000156e+01,2.182800920986841309e+00
1.651999999999999957e+01,2.157351289827643459e+00
1.653000000000000114e+01,2.089092121024107129e+00
1.653999999999999915e+01,2.055346407942951981e+00
1.655000000000000071e+01,2.090762923786673166e+00
1.656000000000000227e+01,2.138142903261847749e+00
1.657000000000000028e+01,2.136167314233601289e+00
1.658000000000000185e+01,2.067374722241713147e+00
1.658999999999999986e+01,1.952303528419953471e+00
1.660000000000000142e+01,1.902227367298661154e+00
1.660999999999999943e+01,1.951379711840829811e+00
1.662000000000000099e+01,2.082042072434897584e+00
1.663000000000000256e+01,2.239177589747851194e+00
1.664000000000000057e+01,2.358125112050036609e+00
1.665000000000000213e+01,2.380720035716925587e+00
1.666000000000000014e+01,2.320191517164908568e+00
1.667000000000000171e+01,2.242929646891315354e+00
1.667999999999999972e+01,2.198584688969019485e+00
1.669000000000000128e+01,2.164235780230286732e+00
1.669999999999999929e+01,2.098679469066441872e+00
1.671000000000000085e+01,2.080741428010937977e+00
1.672000000000000242e+01,2.153609571442558934e+00
1.673000000000000043e+01,2.257011454577933840e+00
1.674000000000000199e+01,2.336380185645306806e+00
1.675000000000000000e+01,2.368667904714588435e+00
1.676000000000000156e+01,2.362006303490065573e+00
1.676999999999999957e+01,2.299040653190804750e+00
1.678000000000000114e+01,2.199209502767121904e+00
1.678999999999999915e+01,2.081299360091289241e+00
1.680000000000000071e+01,2.001414068714628236e+00
1.681000000000000227e+01,1.988015654854820236e+00
1.682000000000000028e+01,2.058552931266282027e+00
1.683000000000000185e+01,2.166234257092527038e+00
1.683999999999999986e+01,2.243690474026219128e+00
1.685000000000000142e+01,2.252627256055471427e+00
1.685999999999999943e+01,2.186412273603493883e+00
1.687000000000000099e+01,2.079746376909695549e+00
1.688000000000000256e+01,1.989446947411264155e+00
1.689000000000000057e+01,1.998006690059870971e+00
1.690000000000000213e+01,2.074014729244948896e+00
1.691000000000000014e+01,2.111705574292969345e+00
1.692000000000000171e+01,2.154400520207187864e+00
1.692999999999999972e+01,2.233526306059769428e+00
1.694000000000000128e+01,2.334408984261541420e+00
1.694999999999999929e+01,2.408867961291712323e+00
1.696000000000000085e+01,2.444411930250072640e+00
1.697000000000000242e+01,2.423800954742829195e+00
1.698000000000000043e+01,2.355392645671036789e+00
1.699000000000000199e+01,2.285597363157843898e+00
1.700000000000000000e+01,2.214229874110547502e+00
1.701000000000000156e+01,2.172481432258330791e+00
1.701999999999999957e+01,2.171240828150216018e+00
1.703000000000000114e+01,2.245605434251014998e+00
1.703999999999999915e+01,2.322691329577823982e+00
1.705000000000000071e+01,2.315966165366195817e+00
1.706000000000000227e+01,2.181360737160178864e+00
1.707000000000000028e+01,2.003400269517802812e+00
1.708000000000000185e+01,1.921096056428204246e+00
1.708999999999999986e+01,1.986802483072739323e+00
1.710000000000000142e+01,2.101342707989824365e+00
1.710999999999999943e+01,2.136491772995730454e+00
1.712000000000000099e+01,2.080136941318645238e+00
1.713000000000000256e+01,1.999122452179705745e+00
1.714000000000000057e+01,1.968410106593896591e+00
1.715000000000000213e+01,2.046962524886325241e+00
1.716000000000000014e+01,2.196769821403089740e+00
1.717000000000000171e+01,2.299063691775633966e+00
1.717999999999999972e+01,2.286238057841964988e+00
1.719000000000000128e+01,2.193799218116699201e+00
1.719999999999999929e+01,2.113155528249409443e+00
1.721000000000000085e+01,2.081081946419304440e+00
1.722000000000000242e+01,2.078812825770476991e+00
1.723000000000000043e+01,2.096824791939300603e+00
1.724000000000000199e+01,2.123135127306146952e+00
1.725000000000000000e+01,2.116186946996280849e+00
1.726000000000000156e+01,2.058413587814654555e+00
1.726999999999999957e+01,2.012761953443637175e+00
1.728000000000000114e+01,2.020762825435671317e+00
1.728999999999999915e+01,2.032984738537158886e+00
1.730000000000000071e+01,2.053435039794249128e+00
1.731000000000000227e+01,2.110003569968782244e+00
1.732000000000000028e+01,2.141317590293137840e+00
1.733000000000000185e+01,2.105451613749496076e+00
1.733999999999999986e+01,2.006832450015695102e+00
1.735000000000000142e+01,1.959105129496883757e+00
1.735999999999999943e+01,2.016209386964558536e+00
1.737000000000000099e+01,2.127863896213525230e+00
1.738000000000000256e+01,2.221101715695163126e+00
1.739000000000000057e+01,2.245063018149825673e+00
1.740000000000000213e+01,2.175892299408451080e+00
1.741000000000000014e+01,2.071153178040919141e+00
1.742000000000000171e+01,2.011787823277842335e+00
1.742999999999999972e+01,2.036027827545832558e+00
1.744000000000000128e+01,2.149676312834329472e+00
1.744999999999999929e+01,2.293449637734389146e+00
1.746000000000000085e+01,2.379083924647467985e+00
1.747000000000000242e+01,2.386507849075925947e+00
1.748000000000000043e+01,2.324736589483634486e+00
1.749000000000000199e+01,2.233506523038605529e+00
1.750000000000000000e+01,2.140258761056057057e+00
1.751000000000000156e+01,2.047148036981556007e+00
1.751999999999999957e+01,2.018519689618399227e+00
1.753000000000000114e+01,2.098703843089824161e+00
1.753999999999999915e+01,2.206130087353239233e+00
1.755000000000000071e+01,2.258753438874141928e+00
1.756000000000000227e+01,2.258897210871908978e+00
1.757000000000000028e+01,2.227126114418222169e+00
1.758000000000000185e+01,2.168573356652018003e+00
1.758999999999999986e+01,2.082437876822500922e+00
1.760000000000000142e+01,2.016918758951138368e+00
1.760999999999999943e+01,2.010684454886942252e+00
1.762000000000000099e+01,2.065031086586591957e+00
1.763000000000000256e+01,2.170888490356195355e+00
1.764000000000000057e+01,2.279084958025040741e+00
1.765000000000000213e+01,2.343827014094683303e+00
1.766000000000000014e+01,2.352515733729319436e+00
1.767000000000000171e+01,2.311547465415538127e+00
1.767999999999999972e+01,2.220529963642574156e+00
1.769000000000000128e+01,2.136719982728409573e+00
1.769999999999999929e+01,2.091119121177902329e+00
1.771000000000000085e+01,2.084374955381349093e+00
1.772000000000000242e+01,2.134459062935440965e+00
1.773000000000000043e+01,2.212982002772730272e+00
1.774000000000000199e+01,2.282858926286291279e+00
1.775000000000000000e+01,2.303661576258325905e+00
1.776000000000000156e+01,2.265635054287429284e+00
1.776999999999999957e+01,2.205102457673112415e+00
1.778000000000000114e+01,2.125818150137965379e+00
1.778999999999999915e+01,2.013796353681275075e+00
1.780000000000000071e+01,1.948368676944895572e+00
1.781000000000000227e+01,2.012866830548906361e+00
1.782000000000000028e+01,2.111989216242593059e+00
1.783000000000000185e+01,2.176814353522137147e+00
1.783999999999999986e+01,2.231874335078254834e+00
1.785000000000000142e+01,2.267613726531923835e+00
1.785999999999999943e+01,2.230362436091876788e+00
1.787000000000000099e+01,2.123295356498713371e+00
1.788000000000000256e+01,2.005405599146717233e+00
1.789000000000000057e+01,1.947466011206358427e+00
1.790000000000000213e+01,1.956935438112611170e+00
1.791000000000000014e+01,1.996693012489650920e+00
1.792000000000000171e+01,2.064772213917071664e+00
1.792999999999999972e+01,2.129338266024447091e+00
1.794000000000000128e+01,2.142225043163298537e+00
1.794999999999999929e+01,2.106071836162290989e+00
1.796000000000000085e+01,2.100348980893652406e+00
1.797000000000000242e+01,2.131751910133072414e+00
1.798000000000000043e+01,2.102784955719437576e+00
1.799000000000000199e+01,2.054379699264232695e+00
1.800000000000000000e+01,2.066929961342667266e+00
1.801000000000000156e+01,2.081479001483320435e+00
1.801999999999999957e+01,2.044636402396278640e+00
1.803000000000000114e+01,2.022123458451781985e+00
1.803999999999999915e+01,2.055234250129128970e+00
1.805000000000000071e+01,2.107942407729290757e+00
1.806000000000000227e+01,2.114672956818996585e+00
1.807000000000000028e+01,2.029289300404612639e+00
1.808000000000000185e+01,1.868822044134753169e+00
1.808999999999999986e+01,1.799871548098919138e+00
1.810000000000000142e+01,1.907688208966286769e+00
1.810999999999999943e+01,1.997015000911110061e+00
1.812000000000000099e+01,1.995488673189851569e+00
1.813000000000000256e+01,1.954716429196061256e+00
1.814000000000000057e+01,1.939847518086151634e+00
1.815000000000000213e+01,1.970798255834675272e+00
1.816000000000000014e+01,1.948844027500406195e+00
1.817000000000000171e+01,1.870792437728194368e+00
1.817999999999999972e+01,1.889506321018535884e+00
1.819000000000000128e+01,1.977499793012379437e+00
1.819999999999999929e+01,2.056613193656988692e+00
1.821000000000000085e+01,2.113141329517738587e+00
1.822000000000000242e+01,2.077721885046215800e+00
1.823000000000000043e+01,1.929064470976540768e+00
1.824000000000000199e+01,1.856781729660219815e+00
1.825000000000000000e+01,1.995141362545773012e+00
1.826000000000000156e+01,2.101447174891864389e+00
1.826999999999999957e+01,2.033048705783754073e+00
1.828000000000000114e+01,1.945633942292588348e+00
1.828999999999999915e+01,1.943384049079337039e+00
1.830000000000000071e+01,2.006126410394918569e+00
1.831000000000000227e+01,2.092529173563894673e+00
1.832000000000000028e+01,2.093950259348105636e+00
1.833000000000000185e+01,1.998242349427115316e+00
1.833999999999999986e+01,1.940548178387746514e+00
1.835000000000000142e+01,1.967315043119428619e+00
1.835999999999999943e+01,2.026389607711458929e+00
1.837000000000000099e+01,2.029430652395888046e+00
1.838000000000000256e+01,1.956753340262640695e+00
1.839000000000000057e+01,1.906466983671367466e+00
1.840000000000000213e+01,1.938080922814112483e+00
1.841000000000000014e+01,2.028252069742811692e+00
1.842000000000000171e+01,2.156454941356298338e+00
1.842999999999999972e+01,2.241819266890174855e+00
1.844000000000000128e+01,2.250537943470404922e+00
1.844999999999999929e+01,2.223926489117839633e+00
1.846000000000000085e+01,2.163165472172667414e+00
1.847000000000000242e+01,2.009059130862004938e+00
1.848000000000000043e+01,1.806666315205992746e+00
1.849000000000000199e+01,1.829096670736678698e+00
1.850000000000000000e+01,1.966278268251978822e+00
1.851000000000000156e+01,1.991217554914580745e+00
1.851999999999999957e+01,2.006092789105229812e+00
1.853000000000000114e+01,2.046626682739185465e+00
1.853999999999999915e+01,2.080529871571182632e+00
1.855000000000000071e+01,2.052217725827355288e+00
1.856000000000000227e+01,1.926630092311442555e+00
1.857000000000000028e+01,1.826478080295518058e+00
1.858000000000000185e+01,1.915526268209339911e+00
1.858999999999999986e+01,2.093235143599496251e+00
1.860000000000000142e+01,2.259317774771845588e+00
1.860999999999999943e+01,2.333711346975028356e+00
1.862000000000000099e+01,2.243941453514328721e+00
1.863000000000000256e+01,2.067341923485324084e+00
1.864000000000000057e+01,1.933126590060774141e+00
1.865000000000000213e+01,1.910450134523275612e+00
1.866000000000000014e+01,1.977634889356475245e+00
1.867000000000000171e+01,2.041625401708158538e+00
1.867999999999999972e+01,2.045525755716608440e+00
1.869000000000000128e+01,2.071652754493377380e+00
1.869999999999999929e+01,2.157058220285210215e+00
1.871000000000000085e+01,2.229445076739949627e+00
1.872000000000000242e+01,2.215721250450967794e+00
1.873000000000000043e+01,2.147818644136416211e+00
1.874000000000000199e+01,2.021753547814372443e+00
1.875000000000000000e+01,1.850923546908408213e+00
1.876000000000000156e+01,1.876995473649309965e+00
1.876999999999999957e+01,2.095067604780333159e+00
1.878000000000000114e+01,2.232594060056597218e+00
1.878999999999999915e+01,2.249560313239010956e+00
1.880000000000000071e+01,2.195957316297382000e+00
1.881000000000000227e+01,2.040867594676341934e+00
1.882000000000000028e+01,1.804919864952458708e+00
1.883000000000000185e+01,1.780735937526954027e+00
1.883999999999999986e+01,1.987714904909655855e+00
1.885000000000000142e+01,2.092637540640997607e+00
1.885999999999999943e+01,2.052502128841769302e+00
1.887000000000000099e+01,1.940720153061743503e+00
1.888000000000000256e+01,1.887271550916824969e+00
1.889000000000000057e+01,1.965455433760836756e+00
1.890000000000000213e+01,2.003618892254712680e+00
1.891000000000000014e+01,1.928394957263683596e+00
1.892000000000000171e+01,1.882673495006503828e+00
1.892999999999999972e+01,1.954983514610799888e+00
1.894000000000000128e+01,2.109522637114852994e+00
1.894999999999999929e+01,2.205613996441807778e+00
1.896000000000000085e+01,2.121031948132794831e+00
1.897000000000000242e+01,1.989170430958594693e+00
1.898000000000000043e+01,1.968248682306176445e+00
1.899000000000000199e+01,2.015258705303117903e+00
1.900000000000000000e+01,1.984301565337284190e+00
1.901000000000000156e+01,1.915008748282889028e+00
1.901999999999999957e+01,1.930110150224593202e+00
1.903000000000000114e+01,1.989760125241231137e+00
1.903999999999999915e+01,2.023169619507963368e+00
1.905000000000000071e+01,2.092593373974027227e+00
1.906000000000000227e+01,2.134954951843246462e+00
1.907000000000000028e+01,2.068246159914240323e+00
1.908000000000000185e+01,1.941647105243380800e+00
1.908999999999999986e+01,1.929276854678975361e+00
1.910000000000000142e+01,1.979612114481016816e+00
1.910999999999999943e+01,1.922654560054926742e+00
1.912000000000000099e+01,1.862520636154133546e+00
1.913000000000000256e+01,1.945510225879061306e+00
1.914000000000000057e+01,2.038521944841409361e+00
1.915000000000000213e+01,1.988223956248390101e+00
1.916000000000000014e+01,1.952311004374046810e+00
1.917000000000000171e+01,2.022311662578248459e+00
1.917999999999999972e+01,2.086285476175300246e+00
1.919000000000000128e+01,2.056364314901423018e+00
1.919999999999999929e+01,2.043926682197775069e+00
1.921000000000000085e+01,2.067060141747210977e+00
1.922000000000000242e+01,2.014991887725605668e+00
1.923000000000000043e+01,1.959145410989188596e+00
1.924000000000000199e+01,2.002215289248386654e+00
1.925000000000000000e+01,2.050888800520398458e+00
1.926000000000000156e+01,2.010734257056361329e+00
1.926999999999999957e+01,2.003103228118810808e+00
1.928000000000000114e+01,2.070564152230014887e+00
1.929000000000000270e+01,2.144830395089551534e+00
1.930000000000000071e+01,2.187478895098190712e+00
1.931000000000000227e+01,2.187700873748510855e+00
1.932000000000000028e+01,2.089253242333250604e+00
1.933000000000000185e+01,1.944208361390311168e+00
1.933999999999999986e+01,1.905603335560682954e+00
1.935000000000000142e+01,2.052352475624010353e+00
1.935999999999999943e+01,2.255110095893324118e+00
1.937000000000000099e+01,2.316802086540842520e+00
1.938000000000000256e+01,2.210345500323422474e+00
1.939000000000000057e+01,2.068719732902454034e+00
1.940000000000000213e+01,1.972089725139299476e+00
1.941000000000000014e+01,1.973067304072519734e+00
1.942000000000000171e+01,2.046264734021479903e+00
1.942999999999999972e+01,2.032259871423927944e+00
1.944000000000000128e+01,1.930372579322447990e+00
1.944999999999999929e+01,1.917715954097478415e+00
1.946000000000000085e+01,1.999146518617382240e+00
1.947000000000000242e+01,2.072543022472633556e+00
1.948000000000000043e+01,2.052483222830335130e+00
1.949000000000000199e+01,1.881930595638425796e+00
1.950000000000000000e+01,1.771339152985672127e+00
1.951000000000000156e+01,1.924139377929779071e+00
1.951999999999999957e+01,2.144694304743685276e+00
1.953000000000000114e+01,2.277502619449645493e+00
1.954000000000000270e+01,2.261100751868434067e+00
1.955000000000000071e+01,2.112014450353026263e+00
1.956000000000000227e+01,1.938131047297886100e+00
1.957000000000000028e+01,1.895423993464259604e+00
1.958000000000000185e+01,1.988935277504021659e+00
1.958999999999999986e+01,2.002814225833239092e+00
1.960000000000000142e+01,1.893210368976464553e+00
1.960999999999999943e+01,1.876609627519799650e+00
1.962000000000000099e+01,1.998651288369234447e+00
1.963000000000000256e+01,2.152374854573431584e+00
1.964000000000000057e+01,2.216520306629289561e+00
1.965000000000000213e+01,2.089052854788504554e+00
1.966000000000000014e+01,1.887071973296195360e+00
1.967000000000000171e+01,1.877719280004335189e+00
1.967999999999999972e+01,2.067088813283068038e+00
1.969000000000000128e+01,2.188315906216467877e+00
1.969999999999999929e+01,2.117508386051871305e+00
1.971000000000000085e+01,1.976379451750092109e+00
1.972000000000000242e+01,1.925838107967542179e+00
1.973000000000000043e+01,2.031503294336487464e+00
1.974000000000000199e+01,2.191013305162704317e+00
1.975000000000000000e+01,2.273314402914827337e+00
1.976000000000000156e+01,2.158625910342039766e+00
1.976999999999999957e+01,1.953480866888641643e+00
